trial,stim,likert_flipped,presented_intensity,response,start_time,stop_time,duration,expected_catch_trial_response,tolerated_expected_catch_trial_response
AK_20230810_b-direction-0.results_0,catch_trial_black_2,False,0.0,-1,12:00,12:01,34,1,1
AK_20230810_b-direction-0.results_2,catch_trial_black_3,False,0.0,0,12:01,12:01,4,1,1
AK_20230810_b-direction-0.results_4,catch_trial_white_5,False,0.0,2,12:01,12:01,4,1,1
AK_20230810_b-direction-0.results_6,catch_trial_white_4,False,0.0,1,12:01,12:02,7,1,1
AK_20230810_b-direction-0.results_8,catch_trial_white_2,False,0.0,-2,12:02,12:02,4,0,1
AK_20230810_b-direction-0.results_10,catch_trial_black_1,False,0.0,-2,12:03,12:03,4,1,1
AK_20230810_b-direction-0.results_12,catch_trial_black_5,False,0.0,2,12:03,12:03,3,1,1
AK_20230810_b-direction-0.results_14,catch_trial_black_4,False,0.0,2,12:03,12:03,7,0,1
AK_20230810_b-direction-0.results_16,catch_trial_white_3,False,0.0,0,12:03,12:03,2,1,1
AK_20230810_b-direction-0.results_18,catch_trial_white_1,False,0.0,-2,12:04,12:04,3,1,1
AK_20230810_b-direction-1.results_0,catch_trial_black_5,False,0.0,2,12:06,12:06,8,1,1
AK_20230810_b-direction-1.results_2,catch_trial_white_3,False,0.0,0,12:06,12:06,4,1,1
AK_20230810_b-direction-1.results_4,catch_trial_white_1,False,0.0,-2,12:06,12:06,4,1,1
AK_20230810_b-direction-1.results_6,catch_trial_black_4,False,0.0,2,12:06,12:07,21,0,1
AK_20230810_b-direction-1.results_8,catch_trial_white_2,False,0.0,-2,12:07,12:07,4,0,1
AK_20230810_b-direction-1.results_10,catch_trial_white_5,False,0.0,2,12:07,12:07,3,1,1
AK_20230810_b-direction-1.results_12,catch_trial_black_1,False,0.0,-2,12:07,12:07,2,1,1
AK_20230810_b-direction-1.results_14,catch_trial_black_3,False,0.0,0,12:08,12:08,8,1,1
AK_20230810_b-direction-1.results_16,catch_trial_white_4,False,0.0,2,12:09,12:09,4,0,1
AK_20230810_b-direction-1.results_18,catch_trial_black_2,False,0.0,-2,12:09,12:09,6,0,1
AK_20230810_b-direction-2.results_0,catch_trial_black_5,False,0.0,2,12:11,12:12,4,1,1
AK_20230810_b-direction-2.results_2,catch_trial_white_3,False,0.0,0,12:12,12:12,5,1,1
AK_20230810_b-direction-2.results_4,catch_trial_white_5,False,0.0,2,12:12,12:12,7,1,1
AK_20230810_b-direction-2.results_6,catch_trial_black_1,False,0.0,-2,12:13,12:13,6,1,1
AK_20230810_b-direction-2.results_8,catch_trial_black_4,False,0.0,2,12:13,12:13,4,0,1
AK_20230810_b-direction-2.results_10,catch_trial_white_1,False,0.0,-2,12:13,12:14,2,1,1
AK_20230810_b-direction-2.results_12,catch_trial_white_4,False,0.0,2,12:14,12:14,7,0,1
AK_20230810_b-direction-2.results_14,catch_trial_black_3,False,0.0,0,12:15,12:15,7,1,1
AK_20230810_b-direction-2.results_16,catch_trial_white_2,False,0.0,-2,12:15,12:15,5,0,1
AK_20230810_b-direction-2.results_18,catch_trial_black_2,False,0.0,-2,12:15,12:15,4,0,1
AA_20230904_b-direction-0.results_0,catch_trial_white_4,False,0.0,2,17:58,17:58,7,0,1
AA_20230904_b-direction-0.results_2,catch_trial_black_5,False,0.0,-2,17:59,17:59,3,0,0
AA_20230904_b-direction-0.results_4,catch_trial_white_1,False,0.0,0,17:59,17:59,6,0,0
AA_20230904_b-direction-0.results_6,catch_trial_black_2,False,0.0,0,17:59,17:59,4,0,1
AA_20230904_b-direction-0.results_8,catch_trial_white_2,False,0.0,0,17:59,17:59,2,0,1
AA_20230904_b-direction-0.results_10,catch_trial_black_1,False,0.0,0,18:00,18:00,3,0,0
AA_20230904_b-direction-0.results_12,catch_trial_black_3,False,0.0,0,18:00,18:00,2,1,1
AA_20230904_b-direction-0.results_14,catch_trial_black_4,False,0.0,0,18:00,18:00,1,0,1
AA_20230904_b-direction-0.results_16,catch_trial_white_3,False,0.0,0,18:00,18:00,2,1,1
AA_20230904_b-direction-0.results_18,catch_trial_white_5,False,0.0,0,18:00,18:00,2,0,0
AA_20230904_b-direction-2.results_0,catch_trial_white_4,False,0.0,0,18:02,18:02,1,0,1
AA_20230904_b-direction-2.results_2,catch_trial_white_1,False,0.0,0,18:02,18:02,0,0,0
AA_20230904_b-direction-2.results_4,catch_trial_black_4,False,0.0,0,18:02,18:02,1,0,1
AA_20230904_b-direction-2.results_6,catch_trial_black_5,False,0.0,0,18:02,18:02,1,0,0
AA_20230904_b-direction-2.results_8,catch_trial_black_3,False,0.0,0,18:02,18:02,2,1,1
AA_20230904_b-direction-2.results_10,catch_trial_black_1,False,0.0,0,18:02,18:02,1,0,0
AA_20230904_b-direction-2.results_12,catch_trial_white_3,False,0.0,0,18:02,18:02,1,1,1
AA_20230904_b-direction-2.results_14,catch_trial_white_5,False,0.0,0,18:03,18:03,1,0,0
AA_20230904_b-direction-2.results_16,catch_trial_white_2,False,0.0,0,18:03,18:03,1,0,1
AA_20230904_b-direction-2.results_18,catch_trial_black_2,False,0.0,0,18:03,18:03,1,0,1
AA_20230904_b-direction-1.results_0,catch_trial_white_3,False,0.0,0,18:01,18:01,2,1,1
AA_20230904_b-direction-1.results_2,catch_trial_black_5,False,0.0,0,18:01,18:01,1,0,0
AA_20230904_b-direction-1.results_4,catch_trial_black_2,False,0.0,0,18:01,18:01,1,0,1
AA_20230904_b-direction-1.results_6,catch_trial_black_4,False,0.0,0,18:01,18:01,1,0,1
AA_20230904_b-direction-1.results_8,catch_trial_white_4,False,0.0,0,18:01,18:01,0,0,1
AA_20230904_b-direction-1.results_10,catch_trial_white_5,False,0.0,2,18:01,18:01,3,1,1
AA_20230904_b-direction-1.results_12,catch_trial_black_1,False,0.0,0,18:01,18:01,1,0,0
AA_20230904_b-direction-1.results_14,catch_trial_white_2,False,0.0,0,18:01,18:01,1,0,1
AA_20230904_b-direction-1.results_16,catch_trial_black_3,False,0.0,0,18:01,18:01,1,1,1
AA_20230904_b-direction-1.results_18,catch_trial_white_1,False,0.0,0,18:01,18:01,1,0,0
JL_20230810_b-direction-1.results_0,catch_trial_black_2,False,0.0,-2,12:42,12:42,3,0,1
JL_20230810_b-direction-1.results_2,catch_trial_black_4,False,0.0,1,12:42,12:42,3,1,1
JL_20230810_b-direction-1.results_4,catch_trial_white_3,False,0.0,0,12:42,12:42,2,1,1
JL_20230810_b-direction-1.results_6,catch_trial_black_3,False,0.0,0,12:42,12:42,2,1,1
JL_20230810_b-direction-1.results_8,catch_trial_black_5,False,0.0,2,12:42,12:42,3,1,1
JL_20230810_b-direction-1.results_10,catch_trial_white_4,False,0.0,1,12:43,12:43,5,1,1
JL_20230810_b-direction-1.results_12,catch_trial_white_2,False,0.0,-1,12:43,12:43,3,1,1
JL_20230810_b-direction-1.results_14,catch_trial_black_1,False,0.0,-2,12:43,12:43,2,1,1
JL_20230810_b-direction-1.results_16,catch_trial_white_5,False,0.0,2,12:43,12:43,2,1,1
JL_20230810_b-direction-1.results_18,catch_trial_white_1,False,0.0,-2,12:43,12:43,2,1,1
JL_20230810_b-direction-0.results_0,catch_trial_white_1,False,0.0,-2,12:38,12:38,7,1,1
JL_20230810_b-direction-0.results_2,catch_trial_white_5,False,0.0,2,12:38,12:38,5,1,1
JL_20230810_b-direction-0.results_4,catch_trial_black_3,False,0.0,1,12:38,12:38,8,0,1
JL_20230810_b-direction-0.results_6,catch_trial_black_4,False,0.0,1,12:38,12:39,10,1,1
JL_20230810_b-direction-0.results_8,catch_trial_black_2,False,0.0,-1,12:39,12:39,9,1,1
JL_20230810_b-direction-0.results_10,catch_trial_white_2,False,0.0,-2,12:39,12:39,4,0,1
JL_20230810_b-direction-0.results_12,catch_trial_black_1,False,0.0,-2,12:39,12:39,3,1,1
JL_20230810_b-direction-0.results_14,catch_trial_black_5,False,0.0,2,12:40,12:40,5,1,1
JL_20230810_b-direction-0.results_16,catch_trial_white_4,False,0.0,1,12:40,12:40,7,1,1
JL_20230810_b-direction-0.results_18,catch_trial_white_3,False,0.0,0,12:40,12:40,5,1,1
JL_20230810_b-direction-2.results_0,catch_trial_black_5,False,0.0,2,12:45,12:45,2,1,1
JL_20230810_b-direction-2.results_2,catch_trial_black_1,False,0.0,-2,12:45,12:45,2,1,1
JL_20230810_b-direction-2.results_4,catch_trial_white_3,False,0.0,0,12:45,12:45,2,1,1
JL_20230810_b-direction-2.results_6,catch_trial_black_3,False,0.0,0,12:46,12:46,4,1,1
JL_20230810_b-direction-2.results_8,catch_trial_white_1,False,0.0,-2,12:46,12:46,2,1,1
JL_20230810_b-direction-2.results_10,catch_trial_white_5,False,0.0,2,12:46,12:46,3,1,1
JL_20230810_b-direction-2.results_12,catch_trial_black_4,False,0.0,2,12:46,12:46,2,0,1
JL_20230810_b-direction-2.results_14,catch_trial_black_2,False,0.0,-1,12:47,12:47,3,1,1
JL_20230810_b-direction-2.results_16,catch_trial_white_4,False,0.0,1,12:47,12:47,3,1,1
JL_20230810_b-direction-2.results_18,catch_trial_white_2,False,0.0,-1,12:47,12:47,3,1,1
KN_20230904_a-direction-2.results_0,catch_trial_white_3,False,0.0,0,15:16,15:16,2,1,1
KN_20230904_a-direction-2.results_2,catch_trial_white_4,False,0.0,1,15:16,15:16,3,1,1
KN_20230904_a-direction-2.results_4,catch_trial_black_1,False,0.0,-2,15:16,15:16,2,1,1
KN_20230904_a-direction-2.results_6,catch_trial_black_4,False,0.0,1,15:16,15:16,3,1,1
KN_20230904_a-direction-2.results_8,catch_trial_black_3,False,0.0,0,15:17,15:17,3,1,1
KN_20230904_a-direction-2.results_10,catch_trial_black_5,False,0.0,2,15:17,15:17,2,1,1
KN_20230904_a-direction-2.results_12,catch_trial_white_1,False,0.0,-2,15:17,15:17,3,1,1
KN_20230904_a-direction-2.results_14,catch_trial_white_5,False,0.0,2,15:17,15:17,3,1,1
KN_20230904_a-direction-2.results_16,catch_trial_white_2,False,0.0,-1,15:17,15:17,3,1,1
KN_20230904_a-direction-2.results_18,catch_trial_black_2,False,0.0,0,15:17,15:17,2,0,1
KN_20230904_a-direction-0.results_0,catch_trial_white_1,False,0.0,-1,15:11,15:12,20,0,1
KN_20230904_a-direction-0.results_2,catch_trial_black_2,False,0.0,-1,15:12,15:12,5,1,1
KN_20230904_a-direction-0.results_4,catch_trial_black_4,False,0.0,0,15:12,15:12,2,0,1
KN_20230904_a-direction-0.results_6,catch_trial_white_2,False,0.0,2,15:12,15:12,8,0,0
KN_20230904_a-direction-0.results_8,catch_trial_black_3,False,0.0,0,15:12,15:12,3,1,1
KN_20230904_a-direction-0.results_10,catch_trial_black_1,False,0.0,-1,15:12,15:12,2,0,1
KN_20230904_a-direction-0.results_12,catch_trial_white_5,False,0.0,1,15:12,15:12,3,0,1
KN_20230904_a-direction-0.results_14,catch_trial_white_3,False,0.0,0,15:12,15:12,2,1,1
KN_20230904_a-direction-0.results_16,catch_trial_white_4,False,0.0,0,15:12,15:13,4,0,1
KN_20230904_a-direction-0.results_18,catch_trial_black_5,False,0.0,0,15:13,15:13,1,0,0
KN_20230904_a-direction-1.results_0,catch_trial_white_5,False,0.0,1,15:14,15:14,12,0,1
KN_20230904_a-direction-1.results_2,catch_trial_black_1,False,0.0,-2,15:14,15:14,2,1,1
KN_20230904_a-direction-1.results_4,catch_trial_black_5,False,0.0,2,15:14,15:14,3,1,1
KN_20230904_a-direction-1.results_6,catch_trial_white_3,False,0.0,0,15:15,15:15,2,1,1
KN_20230904_a-direction-1.results_8,catch_trial_white_1,False,0.0,-2,15:15,15:15,3,1,1
KN_20230904_a-direction-1.results_10,catch_trial_black_4,False,0.0,1,15:15,15:15,4,1,1
KN_20230904_a-direction-1.results_12,catch_trial_white_2,False,0.0,-2,15:15,15:15,7,0,1
KN_20230904_a-direction-1.results_14,catch_trial_black_3,False,0.0,1,15:15,15:15,17,0,1
KN_20230904_a-direction-1.results_16,catch_trial_white_4,False,0.0,0,15:15,15:15,3,0,1
KN_20230904_a-direction-1.results_18,catch_trial_black_2,False,0.0,-1,15:15,15:16,3,1,1
AH_20230904_b-direction-0.results_0,catch_trial_white_5,False,0.0,2,17:10,17:11,38,1,1
AH_20230904_b-direction-0.results_2,catch_trial_white_2,False,0.0,-1,17:11,17:11,3,1,1
AH_20230904_b-direction-0.results_4,catch_trial_white_4,False,0.0,1,17:11,17:11,4,1,1
AH_20230904_b-direction-0.results_6,catch_trial_black_2,False,0.0,0,17:11,17:11,2,0,1
AH_20230904_b-direction-0.results_8,catch_trial_black_1,False,0.0,0,17:11,17:11,2,0,0
AH_20230904_b-direction-0.results_10,catch_trial_black_5,False,0.0,0,17:11,17:11,3,0,0
AH_20230904_b-direction-0.results_12,catch_trial_black_4,False,0.0,0,17:11,17:12,3,0,1
AH_20230904_b-direction-0.results_14,catch_trial_white_1,False,0.0,-1,17:12,17:12,1,0,1
AH_20230904_b-direction-0.results_16,catch_trial_black_3,False,0.0,0,17:12,17:12,0,1,1
AH_20230904_b-direction-0.results_18,catch_trial_white_3,False,0.0,0,17:12,17:12,3,1,1
AH_20230904_b-direction-1.results_0,catch_trial_black_3,False,0.0,0,17:12,17:12,1,1,1
AH_20230904_b-direction-1.results_2,catch_trial_white_2,False,0.0,-1,17:12,17:12,2,1,1
