trial,stim,target_side,matching_flipped,presented_intensity,intensity_match,intensity_difference,start_time,stop_time,duration,time_of_day
GE_20230904_b-matching-2.results_13,sbc_separate,Left,True,0.5,0.364,-0.136,19:51,19:51,6,Evening
GE_20230904_b-matching-2.results_14,checkerboard,Left,True,0.49,0.403,-0.086,19:51,19:51,3,Evening
GE_20230904_b-matching-2.results_15,catch_trial_black_3,Left,False,0.5,0.55,0.051,19:51,19:52,11,Evening
GE_20230904_b-matching-2.results_16,whites_separate,Left,True,0.5,0.441,-0.059,19:52,19:52,4,Evening
GE_20230904_b-matching-2.results_17,bullseye_high_freq,Right,True,0.49,0.506,0.017,19:52,19:52,7,Evening
GE_20230904_b-matching-2.results_18,strip,Right,True,0.51,0.58,0.07,19:52,19:52,5,Evening
GE_20230904_b-matching-2.results_19,checkerboard,Right,False,0.49,0.555,0.066,19:52,19:52,3,Evening
GE_20230904_b-matching-2.results_20,sbc,Left,False,0.51,0.55,0.041,19:52,19:52,11,Evening
GE_20230904_b-matching-2.results_21,whites,Left,True,0.49,0.524,0.035,19:52,19:52,7,Evening
GE_20230904_b-matching-1.results_0,catch_trial_black_3,Left,False,0.5,0.635,0.135,19:47,19:47,9,Evening
GE_20230904_b-matching-1.results_1,sbc_separate,Left,True,0.49,0.535,0.046,19:47,19:47,7,Evening
GE_20230904_b-matching-1.results_2,sbc,Right,False,0.5,0.35,-0.15,19:47,19:47,11,Evening
GE_20230904_b-matching-1.results_3,bullseye_high_freq,Right,False,0.51,0.436,-0.074,19:47,19:47,4,Evening
GE_20230904_b-matching-1.results_4,whites_separate,Left,False,0.49,0.56,0.071,19:47,19:47,7,Evening
GE_20230904_b-matching-1.results_5,catch_trial_white_3,Left,False,0.5,0.42,-0.08,19:47,19:47,6,Evening
GE_20230904_b-matching-1.results_6,whites_separate,Right,True,0.49,0.45,-0.039,19:47,19:48,7,Evening
GE_20230904_b-matching-1.results_7,bullseye_low_separate,Left,True,0.5,0.48,-0.02,19:48,19:48,7,Evening
GE_20230904_b-matching-1.results_8,checkerboard_separate,Right,True,0.49,0.408,-0.082,19:48,19:48,1,Evening
GE_20230904_b-matching-1.results_9,checkerboard,Left,True,0.51,0.5,-0.01,19:48,19:48,14,Evening
GE_20230904_b-matching-1.results_10,catch_trial_black_3,Right,False,0.5,0.829,0.329,19:48,19:48,1,Evening
GE_20230904_b-matching-1.results_11,sbc_separate,Right,True,0.49,0.4,-0.089,19:48,19:48,12,Evening
GE_20230904_b-matching-1.results_12,checkerboard,Right,True,0.51,0.45,-0.06,19:48,19:48,18,Evening
GE_20230904_b-matching-1.results_13,strip,Left,True,0.5,0.485,-0.015,19:48,19:49,8,Evening
GE_20230904_b-matching-1.results_14,whites,Left,True,0.51,0.453,-0.056,19:49,19:49,2,Evening
GE_20230904_b-matching-1.results_15,catch_trial_white_3,Right,False,0.5,0.322,-0.178,19:49,19:49,5,Evening
GE_20230904_b-matching-1.results_16,bullseye_low_separate,Right,True,0.5,0.416,-0.084,19:49,19:49,15,Evening
GE_20230904_b-matching-1.results_17,whites,Right,True,0.51,0.727,0.217,19:49,19:49,1,Evening
GE_20230904_b-matching-1.results_18,sbc,Left,True,0.5,0.49,-0.01,19:49,19:49,15,Evening
GE_20230904_b-matching-1.results_19,bullseye_high_freq,Left,False,0.51,0.474,-0.036,19:49,19:49,9,Evening
GE_20230904_b-matching-1.results_20,checkerboard_separate,Left,False,0.49,0.422,-0.068,19:49,19:50,26,Evening
GE_20230904_b-matching-1.results_21,strip,Right,False,0.5,0.45,-0.049,19:50,19:50,8,Evening
GE_20230904_b-matching-0.results_0,catch_trial_black_3,Left,False,0.5,0.568,0.068,19:44,19:44,19,Evening
GE_20230904_b-matching-0.results_1,bullseye_high_freq,Right,True,0.5,0.51,0.011,19:44,19:44,16,Evening
GE_20230904_b-matching-0.results_2,strip,Left,False,0.49,0.218,-0.272,19:44,19:44,7,Evening
GE_20230904_b-matching-0.results_3,bullseye_high_freq,Left,True,0.5,0.464,-0.035,19:44,19:45,13,Evening
GE_20230904_b-matching-0.results_4,sbc_separate,Left,True,0.51,0.603,0.093,19:45,19:45,7,Evening
GE_20230904_b-matching-0.results_5,catch_trial_black_3,Right,False,0.5,0.485,-0.015,19:45,19:45,6,Evening
GE_20230904_b-matching-0.results_6,whites_separate,Left,False,0.51,0.581,0.071,19:45,19:45,11,Evening
GE_20230904_b-matching-0.results_7,sbc,Right,True,0.49,0.446,-0.043,19:45,19:45,8,Evening
GE_20230904_b-matching-0.results_8,whites_separate,Right,True,0.51,0.434,-0.076,19:45,19:45,5,Evening
GE_20230904_b-matching-0.results_9,checkerboard_separate,Right,False,0.51,0.467,-0.042,19:45,19:45,6,Evening
GE_20230904_b-matching-0.results_10,catch_trial_white_3,Right,False,0.5,0.433,-0.067,19:45,19:45,9,Evening
GE_20230904_b-matching-0.results_11,checkerboard_separate,Left,False,0.51,0.425,-0.085,19:45,19:45,2,Evening
GE_20230904_b-matching-0.results_12,bullseye_low_separate,Right,False,0.49,0.35,-0.14,19:45,19:46,8,Evening
GE_20230904_b-matching-0.results_13,checkerboard,Right,False,0.5,0.518,0.019,19:46,19:46,6,Evening
GE_20230904_b-matching-0.results_14,sbc,Left,False,0.49,0.552,0.063,19:46,19:46,4,Evening
GE_20230904_b-matching-0.results_15,catch_trial_white_3,Left,False,0.5,0.374,-0.126,19:46,19:46,10,Evening
GE_20230904_b-matching-0.results_16,bullseye_low_separate,Left,False,0.49,0.457,-0.032,19:46,19:46,8,Evening
GE_20230904_b-matching-0.results_17,whites,Right,True,0.5,0.45,-0.049,19:46,19:46,10,Evening
GE_20230904_b-matching-0.results_18,sbc_separate,Right,True,0.51,0.43,-0.08,19:46,19:46,4,Evening
GE_20230904_b-matching-0.results_19,whites,Left,False,0.5,0.508,0.009,19:46,19:46,7,Evening
GE_20230904_b-matching-0.results_20,checkerboard,Left,False,0.5,0.45,-0.049,19:46,19:47,11,Evening
GE_20230904_b-matching-0.results_21,strip,Right,False,0.49,0.462,-0.027,19:47,19:47,4,Evening
SP_20230817_a-matching-2.results_0,catch_trial_black_3,Left,False,0.5,0.532,0.033,19:21,19:21,4,Evening
SP_20230817_a-matching-2.results_1,whites,Right,True,0.49,0.373,-0.117,19:21,19:21,3,Evening
SP_20230817_a-matching-2.results_2,whites,Left,True,0.49,0.519,0.03,19:21,19:21,4,Evening
SP_20230817_a-matching-2.results_3,sbc,Left,False,0.51,0.535,0.026,19:21,19:21,5,Evening
SP_20230817_a-matching-2.results_4,sbc,Right,False,0.51,0.488,-0.022,19:21,19:21,4,Evening
SP_20230817_a-matching-2.results_5,catch_trial_white_3,Left,False,0.5,0.397,-0.102,19:21,19:21,5,Evening
SP_20230817_a-matching-2.results_6,bullseye_low_separate,Left,True,0.51,0.436,-0.074,19:21,19:21,7,Evening
SP_20230817_a-matching-2.results_7,whites_separate,Left,False,0.5,0.44,-0.06,19:21,19:21,5,Evening
SP_20230817_a-matching-2.results_8,strip,Left,True,0.51,0.4,-0.109,19:21,19:21,8,Evening
SP_20230817_a-matching-2.results_9,sbc_separate,Left,True,0.5,0.506,0.007,19:21,19:22,4,Evening
SP_20230817_a-matching-2.results_10,catch_trial_white_3,Right,False,0.5,0.421,-0.079,19:22,19:22,3,Evening
SP_20230817_a-matching-2.results_11,strip,Right,True,0.51,0.45,-0.06,19:22,19:22,7,Evening
SP_20230817_a-matching-2.results_12,whites_separate,Right,True,0.5,0.442,-0.057,19:22,19:22,4,Evening
SP_20230817_a-matching-2.results_13,checkerboard_separate,Right,True,0.5,0.452,-0.047,19:22,19:22,3,Evening
SP_20230817_a-matching-2.results_14,checkerboard_separate,Left,False,0.5,0.4,-0.099,19:22,19:22,9,Evening
SP_20230817_a-matching-2.results_15,catch_trial_black_3,Right,False,0.5,0.544,0.045,19:22,19:22,6,Evening
SP_20230817_a-matching-2.results_16,checkerboard,Left,True,0.49,0.473,-0.017,19:22,19:22,3,Evening
SP_20230817_a-matching-2.results_17,checkerboard,Right,True,0.49,0.446,-0.043,19:22,19:22,7,Evening
SP_20230817_a-matching-2.results_18,bullseye_low_separate,Right,True,0.51,0.431,-0.079,19:22,19:22,6,Evening
SP_20230817_a-matching-2.results_19,bullseye_high_freq,Right,False,0.49,0.447,-0.042,19:22,19:22,4,Evening
SP_20230817_a-matching-2.results_20,bullseye_high_freq,Left,True,0.49,0.417,-0.073,19:22,19:22,4,Evening
SP_20230817_a-matching-2.results_21,sbc_separate,Right,False,0.5,0.422,-0.078,19:22,19:23,4,Evening
SP_20230817_a-matching-1.results_0,catch_trial_black_3,Right,False,0.5,0.487,-0.013,19:19,19:19,6,Evening
SP_20230817_a-matching-1.results_1,checkerboard,Left,False,0.51,0.441,-0.069,19:19,19:19,5,Evening
SP_20230817_a-matching-1.results_2,strip,Right,True,0.5,0.45,-0.049,19:19,19:19,9,Evening
SP_20230817_a-matching-1.results_3,bullseye_high_freq,Left,False,0.51,0.488,-0.022,19:19,19:19,6,Evening
SP_20230817_a-matching-1.results_4,checkerboard_separate,Right,True,0.49,0.438,-0.051,19:19,19:19,7,Evening
SP_20230817_a-matching-1.results_5,catch_trial_white_3,Right,False,0.5,0.383,-0.117,19:19,19:19,5,Evening
SP_20230817_a-matching-1.results_6,bullseye_low_separate,Right,True,0.5,0.333,-0.166,19:19,19:19,5,Evening
SP_20230817_a-matching-1.results_7,bullseye_low_separate,Left,False,0.5,0.472,-0.028,19:19,19:19,4,Evening
SP_20230817_a-matching-1.results_8,checkerboard_separate,Left,False,0.49,0.398,-0.091,19:19,19:20,9,Evening
SP_20230817_a-matching-1.results_9,whites_separate,Right,False,0.49,0.471,-0.019,19:20,19:20,5,Evening
SP_20230817_a-matching-1.results_10,catch_trial_black_3,Left,False,0.5,0.598,0.098,19:20,19:20,5,Evening
SP_20230817_a-matching-1.results_11,whites,Right,True,0.51,0.422,-0.088,19:20,19:20,6,Evening
SP_20230817_a-matching-1.results_12,strip,Left,True,0.5,0.362,-0.138,19:20,19:20,3,Evening
SP_20230817_a-matching-1.results_13,checkerboard,Right,False,0.51,0.395,-0.114,19:20,19:20,3,Evening
SP_20230817_a-matching-1.results_14,bullseye_high_freq,Right,True,0.51,0.35,-0.16,19:20,19:20,7,Evening
SP_20230817_a-matching-1.results_15,catch_trial_white_3,Left,False,0.5,0.471,-0.029,19:20,19:20,2,Evening
SP_20230817_a-matching-1.results_16,sbc,Left,False,0.5,0.524,0.025,19:20,19:20,7,Evening
SP_20230817_a-matching-1.results_17,whites_separate,Left,True,0.49,0.4,-0.089,19:20,19:20,7,Evening
SP_20230817_a-matching-1.results_18,sbc_separate,Left,False,0.49,0.413,-0.077,19:20,19:20,6,Evening
SP_20230817_a-matching-1.results_19,whites,Left,True,0.51,0.45,-0.06,19:20,19:20,8,Evening
SP_20230817_a-matching-1.results_20,sbc_separate,Right,False,0.49,0.409,-0.081,19:20,19:21,7,Evening
SP_20230817_a-matching-1.results_21,sbc,Right,False,0.5,0.427,-0.073,19:21,19:21,5,Evening
SP_20230817_a-matching-0.results_0,catch_trial_white_3,Right,False,0.5,0.447,-0.052,19:16,19:16,10,Evening
SP_20230817_a-matching-0.results_1,sbc_separate,Right,True,0.51,0.453,-0.056,19:16,19:16,13,Evening
SP_20230817_a-matching-0.results_2,whites_separate,Left,False,0.51,0.43,-0.08,19:16,19:16,5,Evening
SP_20230817_a-matching-0.results_3,checkerboard,Left,True,0.5,0.4,-0.099,19:16,19:16,13,Evening
SP_20230817_a-matching-0.results_4,whites,Right,False,0.5,0.4,-0.099,19:16,19:17,12,Evening
SP_20230817_a-matching-0.results_5,catch_trial_white_3,Left,False,0.5,0.532,0.033,19:17,19:17,5,Evening
SP_20230817_a-matching-0.results_6,checkerboard,Right,False,0.5,0.475,-0.025,19:17,19:17,7,Evening
SP_20230817_a-matching-0.results_7,checkerboard_separate,Right,False,0.51,0.424,-0.086,19:17,19:17,5,Evening
SP_20230817_a-matching-0.results_8,whites,Left,True,0.5,0.429,-0.071,19:17,19:17,9,Evening
SP_20230817_a-matching-0.results_9,strip,Left,True,0.49,0.453,-0.036,19:17,19:17,5,Evening
SP_20230817_a-matching-0.results_10,catch_trial_black_3,Right,False,0.5,0.483,-0.017,19:17,19:17,5,Evening
SP_20230817_a-matching-0.results_11,sbc,Left,True,0.49,0.465,-0.024,19:17,19:17,4,Evening
SP_20230817_a-matching-0.results_12,whites_separate,Right,False,0.51,0.536,0.027,19:17,19:17,5,Evening
SP_20230817_a-matching-0.results_13,sbc_separate,Left,False,0.51,0.436,-0.074,19:17,19:17,7,Evening
SP_20230817_a-matching-0.results_14,strip,Right,False,0.49,0.463,-0.026,19:17,19:18,9,Evening
SP_20230817_a-matching-0.results_15,catch_trial_black_3,Left,False,0.5,0.611,0.111,19:18,19:18,4,Evening
SP_20230817_a-matching-0.results_16,bullseye_low_separate,Right,True,0.49,0.357,-0.133,19:18,19:18,6,Evening
SP_20230817_a-matching-0.results_17,sbc,Right,False,0.49,0.397,-0.092,19:18,19:18,7,Evening
SP_20230817_a-matching-0.results_18,bullseye_high_freq,Right,True,0.5,0.395,-0.104,19:18,19:18,9,Evening
SP_20230817_a-matching-0.results_19,bullseye_low_separate,Left,True,0.49,0.45,-0.039,19:18,19:18,10,Evening
SP_20230817_a-matching-0.results_20,checkerboard_separate,Left,False,0.51,0.359,-0.151,19:18,19:18,17,Evening
SP_20230817_a-matching-0.results_21,bullseye_high_freq,Left,False,0.5,0.42,-0.08,19:18,19:19,7,Evening
MO_20230817_a-matching-1.results_0,catch_trial_white_3,Right,False,0.5,0.35,-0.15,19:40,19:40,13,Evening
MO_20230817_a-matching-1.results_1,whites_separate,Right,True,0.49,0.355,-0.135,19:40,19:41,20,Evening
MO_20230817_a-matching-1.results_2,whites,Right,True,0.51,0.367,-0.143,19:41,19:41,26,Evening
MO_20230817_a-matching-1.results_3,sbc,Left,False,0.5,0.413,-0.087,19:41,19:41,13,Evening
MO_20230817_a-matching-1.results_4,bullseye_high_freq,Left,True,0.51,0.429,-0.081,19:41,19:42,16,Evening
MO_20230817_a-matching-1.results_5,catch_trial_black_3,Right,False,0.5,0.492,-0.008,19:42,19:42,20,Evening
MO_20230817_a-matching-1.results_6,strip,Right,False,0.5,0.483,-0.017,19:42,19:42,8,Evening
MO_20230817_a-matching-1.results_7,strip,Left,True,0.5,0.4,-0.099,19:42,19:43,26,Evening
MO_20230817_a-matching-1.results_8,sbc,Right,False,0.5,0.416,-0.084,19:43,19:43,17,Evening
MO_20230817_a-matching-1.results_9,whites,Left,False,0.51,0.439,-0.071,19:43,19:44,38,Evening
MO_20230817_a-matching-1.results_10,catch_trial_white_3,Left,False,0.5,0.478,-0.022,19:44,19:44,17,Evening
MO_20230817_a-matching-1.results_11,checkerboard,Right,True,0.51,0.478,-0.032,19:44,19:44,8,Evening
MO_20230817_a-matching-1.results_12,bullseye_high_freq,Right,True,0.51,0.5,-0.01,19:44,19:44,15,Evening
MO_20230817_a-matching-1.results_13,whites_separate,Left,True,0.49,0.355,-0.135,19:44,19:45,33,Evening
MO_20230817_a-matching-1.results_14,checkerboard,Left,True,0.51,0.412,-0.098,19:45,19:45,35,Evening
MO_20230817_a-matching-1.results_15,catch_trial_black_3,Left,False,0.5,0.402,-0.097,19:45,19:45,8,Evening
MO_20230817_a-matching-1.results_16,checkerboard_separate,Right,True,0.49,0.541,0.052,19:45,19:46,14,Evening
MO_20230817_a-matching-1.results_17,bullseye_low_separate,Right,False,0.5,0.45,-0.049,19:46,19:46,35,Evening
MO_20230817_a-matching-1.results_18,bullseye_low_separate,Left,True,0.5,0.43,-0.07,19:46,19:47,15,Evening
MO_20230817_a-matching-1.results_19,checkerboard_separate,Left,False,0.49,0.377,-0.112,19:47,19:47,45,Evening
MO_20230817_a-matching-1.results_20,sbc_separate,Left,True,0.49,0.409,-0.081,19:47,19:48,21,Evening
MO_20230817_a-matching-1.results_21,sbc_separate,Right,True,0.49,0.474,-0.016,19:48,19:48,8,Evening
MO_20230817_a-matching-2.results_0,catch_trial_black_3,Right,False,0.5,0.614,0.114,19:48,19:48,23,Evening
MO_20230817_a-matching-2.results_1,sbc_separate,Left,True,0.5,0.4,-0.099,19:48,19:49,47,Evening
MO_20230817_a-matching-2.results_2,bullseye_high_freq,Left,True,0.49,0.402,-0.087,19:49,19:49,20,Evening
MO_20230817_a-matching-2.results_3,bullseye_low_separate,Left,False,0.51,0.5,-0.01,19:49,19:50,21,Evening
MO_20230817_a-matching-2.results_4,whites,Left,True,0.49,0.486,-0.004,19:50,19:50,17,Evening
MO_20230817_a-matching-2.results_5,catch_trial_white_3,Right,False,0.5,0.416,-0.084,19:50,19:50,14,Evening
MO_20230817_a-matching-2.results_6,sbc,Right,True,0.51,0.41,-0.1,19:50,19:51,12,Evening
MO_20230817_a-matching-2.results_7,strip,Right,True,0.51,0.491,-0.019,19:51,19:51,13,Evening
MO_20230817_a-matching-2.results_8,whites,Right,True,0.49,0.55,0.061,19:51,19:51,19,Evening
MO_20230817_a-matching-2.results_9,checkerboard,Left,True,0.49,0.413,-0.077,19:51,19:51,12,Evening
MO_20230817_a-matching-2.results_10,catch_trial_white_3,Left,False,0.5,0.403,-0.096,19:51,19:51,4,Evening
MO_20230817_a-matching-2.results_11,sbc,Left,True,0.51,0.469,-0.041,19:51,19:52,10,Evening
MO_20230817_a-matching-2.results_12,checkerboard_separate,Left,True,0.5,0.396,-0.103,19:52,19:52,35,Evening
MO_20230817_a-matching-2.results_13,whites_separate,Left,True,0.5,0.491,-0.009,19:52,19:53,27,Evening
MO_20230817_a-matching-2.results_14,checkerboard,Right,False,0.49,0.465,-0.024,19:53,19:53,48,Evening
MO_20230817_a-matching-2.results_15,catch_trial_black_3,Left,False,0.5,0.504,0.005,19:53,19:54,10,Evening
MO_20230817_a-matching-2.results_16,checkerboard_separate,Right,False,0.5,0.455,-0.044,19:54,19:54,14,Evening
MO_20230817_a-matching-2.results_17,sbc_separate,Right,True,0.5,0.458,-0.041,19:54,19:54,11,Evening
MO_20230817_a-matching-2.results_18,bullseye_low_separate,Right,True,0.51,0.439,-0.071,19:54,19:54,16,Evening
MO_20230817_a-matching-2.results_19,whites_separate,Right,True,0.5,0.511,0.012,19:54,19:54,5,Evening
MO_20230817_a-matching-2.results_20,strip,Left,False,0.51,0.499,-0.011,19:54,19:54,6,Evening
MO_20230817_a-matching-2.results_21,bullseye_high_freq,Right,True,0.49,0.467,-0.022,19:54,19:55,18,Evening
MO_20230817_a-matching-0.results_0,catch_trial_white_3,Right,False,0.5,0.471,-0.029,19:34,19:34,26,Evening
MO_20230817_a-matching-0.results_1,sbc_separate,Right,True,0.51,0.575,0.065,19:34,19:35,21,Evening
MO_20230817_a-matching-0.results_2,sbc_separate,Left,False,0.51,0.55,0.041,19:35,19:35,10,Evening
MO_20230817_a-matching-0.results_3,checkerboard_separate,Left,False,0.51,0.446,-0.064,19:35,19:35,7,Evening
MO_20230817_a-matching-0.results_4,sbc,Right,True,0.49,0.329,-0.16,19:35,19:35,21,Evening
MO_20230817_a-matching-0.results_5,catch_trial_black_3,Left,False,0.5,0.488,-0.012,19:35,19:35,20,Evening
MO_20230817_a-matching-0.results_6,bullseye_high_freq,Right,True,0.5,0.42,-0.08,19:35,19:36,18,Evening
MO_20230817_a-matching-0.results_7,whites_separate,Left,False,0.51,0.553,0.044,19:36,19:36,10,Evening
MO_20230817_a-matching-0.results_8,whites,Right,False,0.5,0.481,-0.019,19:36,19:36,12,Evening
MO_20230817_a-matching-0.results_9,sbc,Left,False,0.49,0.611,0.121,19:36,19:36,8,Evening
MO_20230817_a-matching-0.results_10,catch_trial_black_3,Right,False,0.5,0.589,0.089,19:36,19:37,15,Evening
MO_20230817_a-matching-0.results_11,checkerboard_separate,Right,False,0.51,0.5,-0.01,19:37,19:37,13,Evening
MO_20230817_a-matching-0.results_12,bullseye_low_separate,Left,True,0.49,0.476,-0.014,19:37,19:37,19,Evening
MO_20230817_a-matching-0.results_13,whites_separate,Right,True,0.51,0.491,-0.019,19:37,19:38,12,Evening
MO_20230817_a-matching-0.results_14,checkerboard,Right,True,0.5,0.5,0.0,19:38,19:38,15,Evening
MO_20230817_a-matching-0.results_15,catch_trial_white_3,Left,False,0.5,0.433,-0.067,19:38,19:38,12,Evening
MO_20230817_a-matching-0.results_16,bullseye_high_freq,Left,True,0.5,0.445,-0.054,19:38,19:38,17,Evening
MO_20230817_a-matching-0.results_17,checkerboard,Left,True,0.5,0.425,-0.075,19:38,19:39,22,Evening
MO_20230817_a-matching-0.results_18,strip,Right,False,0.49,0.45,-0.039,19:39,19:39,15,Evening
MO_20230817_a-matching-0.results_19,bullseye_low_separate,Right,False,0.49,0.45,-0.039,19:39,19:40,41,Evening
MO_20230817_a-matching-0.results_20,whites,Left,True,0.5,0.447,-0.052,19:40,19:40,16,Evening
MO_20230817_a-matching-0.results_21,strip,Left,True,0.49,0.394,-0.095,19:40,19:40,13,Evening
AR_20230904_b-matching-0.results_0,catch_trial_black_3,Right,False,0.5,0.665,0.166,18:28,18:29,24,Evening
AR_20230904_b-matching-0.results_1,whites,Right,True,0.5,0.511,0.012,18:29,18:29,9,Evening
AR_20230904_b-matching-0.results_2,checkerboard,Left,True,0.5,0.478,-0.022,18:29,18:29,19,Evening
AR_20230904_b-matching-0.results_3,bullseye_high_freq,Right,False,0.5,0.552,0.053,18:29,18:29,16,Evening
AR_20230904_b-matching-0.results_4,sbc,Left,False,0.49,0.615,0.125,18:29,18:30,20,Evening
AR_20230904_b-matching-0.results_5,catch_trial_black_3,Left,False,0.5,0.597,0.097,18:30,18:30,9,Evening
AR_20230904_b-matching-0.results_6,whites_separate,Left,True,0.51,0.513,0.004,18:30,18:30,17,Evening
AR_20230904_b-matching-0.results_7,sbc,Right,False,0.49,0.439,-0.05,18:30,18:30,8,Evening
AR_20230904_b-matching-0.results_8,bullseye_low_separate,Left,False,0.49,0.397,-0.092,18:30,18:30,9,Evening
AR_20230904_b-matching-0.results_9,checkerboard_separate,Left,False,0.51,0.478,-0.032,18:30,18:30,6,Evening
AR_20230904_b-matching-0.results_10,catch_trial_white_3,Left,False,0.5,0.408,-0.092,18:30,18:31,16,Evening
AR_20230904_b-matching-0.results_11,sbc_separate,Right,True,0.51,0.382,-0.128,18:31,18:31,7,Evening
AR_20230904_b-matching-0.results_12,whites,Left,False,0.5,0.434,-0.066,18:31,18:31,6,Evening
AR_20230904_b-matching-0.results_13,bullseye_low_separate,Right,True,0.49,0.432,-0.057,18:31,18:31,5,Evening
AR_20230904_b-matching-0.results_14,strip,Right,False,0.49,0.489,-0.001,18:31,18:31,7,Evening
AR_20230904_b-matching-0.results_15,catch_trial_white_3,Right,False,0.5,0.435,-0.065,18:31,18:31,8,Evening
AR_20230904_b-matching-0.results_16,sbc_separate,Left,True,0.51,0.537,0.028,18:31,18:31,10,Evening
AR_20230904_b-matching-0.results_17,whites_separate,Right,False,0.51,0.483,-0.027,18:31,18:32,7,Evening
AR_20230904_b-matching-0.results_18,checkerboard,Right,False,0.5,0.486,-0.014,18:32,18:32,7,Evening
AR_20230904_b-matching-0.results_19,strip,Left,True,0.49,0.518,0.029,18:32,18:32,10,Evening
AR_20230904_b-matching-0.results_20,checkerboard_separate,Right,False,0.51,0.416,-0.094,18:32,18:32,1,Evening
AR_20230904_b-matching-0.results_21,bullseye_high_freq,Left,False,0.5,0.461,-0.038,18:32,18:32,7,Evening
AR_20230904_b-matching-1.results_0,catch_trial_black_3,Right,False,0.5,0.696,0.196,18:33,18:33,6,Evening
AR_20230904_b-matching-1.results_1,whites_separate,Right,False,0.49,0.561,0.072,18:33,18:33,5,Evening
AR_20230904_b-matching-1.results_2,whites,Left,False,0.51,0.475,-0.035,18:33,18:33,6,Evening
AR_20230904_b-matching-1.results_3,bullseye_high_freq,Right,True,0.51,0.455,-0.054,18:33,18:33,6,Evening
AR_20230904_b-matching-1.results_4,checkerboard_separate,Right,False,0.49,0.461,-0.028,18:33,18:33,5,Evening
AR_20230904_b-matching-1.results_5,catch_trial_black_3,Left,False,0.5,0.582,0.082,18:33,18:34,4,Evening
AR_20230904_b-matching-1.results_6,whites_separate,Left,True,0.49,0.45,-0.039,18:34,18:34,26,Evening
AR_20230904_b-matching-1.results_7,whites,Right,True,0.51,0.452,-0.057,18:34,18:34,10,Evening
AR_20230904_b-matching-1.results_8,checkerboard,Right,True,0.51,0.508,-0.002,18:34,18:34,8,Evening
AR_20230904_b-matching-1.results_9,sbc,Left,True,0.5,0.451,-0.048,18:34,18:34,4,Evening
AR_20230904_b-matching-1.results_10,catch_trial_white_3,Right,False,0.5,0.414,-0.086,18:34,18:34,11,Evening
AR_20230904_b-matching-1.results_11,bullseye_low_separate,Left,False,0.5,0.445,-0.054,18:34,18:35,11,Evening
AR_20230904_b-matching-1.results_12,sbc,Right,True,0.5,0.357,-0.143,18:35,18:35,11,Evening
AR_20230904_b-matching-1.results_13,sbc_separate,Right,False,0.49,0.421,-0.069,18:35,18:35,6,Evening
AR_20230904_b-matching-1.results_14,strip,Right,False,0.5,0.429,-0.071,18:35,18:35,11,Evening
AR_20230904_b-matching-1.results_15,catch_trial_white_3,Left,False,0.5,0.43,-0.07,18:35,18:35,15,Evening
AR_20230904_b-matching-1.results_16,sbc_separate,Left,True,0.49,0.471,-0.019,18:35,18:36,8,Evening
AR_20230904_b-matching-1.results_17,checkerboard,Left,False,0.51,0.509,-0.001,18:36,18:36,14,Evening
AR_20230904_b-matching-1.results_18,strip,Left,False,0.5,0.455,-0.044,18:36,18:36,5,Evening
AR_20230904_b-matching-1.results_19,checkerboard_separate,Left,True,0.49,0.546,0.057,18:36,18:36,8,Evening
AR_20230904_b-matching-1.results_20,bullseye_low_separate,Right,True,0.5,0.456,-0.043,18:36,18:36,7,Evening
AR_20230904_b-matching-1.results_21,bullseye_high_freq,Left,True,0.51,0.515,0.006,18:36,18:36,7,Evening
AR_20230904_b-matching-2.results_0,catch_trial_black_3,Left,False,0.5,0.55,0.051,18:36,18:37,8,Evening
AR_20230904_b-matching-2.results_1,whites,Left,False,0.49,0.51,0.021,18:37,18:37,7,Evening
AR_20230904_b-matching-2.results_2,sbc_separate,Left,True,0.5,0.492,-0.008,18:37,18:37,6,Evening
AR_20230904_b-matching-2.results_3,whites_separate,Left,True,0.5,0.527,0.028,18:37,18:37,7,Evening
AR_20230904_b-matching-2.results_4,strip,Left,True,0.51,0.49,-0.02,18:37,18:37,22,Evening
AR_20230904_b-matching-2.results_5,catch_trial_white_3,Right,False,0.5,0.419,-0.081,18:37,18:37,4,Evening
AR_20230904_b-matching-2.results_6,checkerboard_separate,Right,True,0.5,0.449,-0.05,18:37,18:37,4,Evening
AR_20230904_b-matching-2.results_7,whites,Right,True,0.49,0.509,0.02,18:37,18:37,5,Evening
AR_20230904_b-matching-2.results_8,bullseye_low_separate,Right,False,0.51,0.417,-0.093,18:37,18:38,8,Evening
AR_20230904_b-matching-2.results_9,bullseye_high_freq,Right,True,0.49,0.407,-0.083,18:38,18:38,9,Evening
AR_20230904_b-matching-2.results_10,catch_trial_black_3,Right,False,0.5,0.473,-0.027,18:38,18:38,14,Evening
AR_20230904_b-matching-2.results_11,bullseye_low_separate,Left,False,0.51,0.516,0.007,18:38,18:38,6,Evening
AR_20230904_b-matching-2.results_12,sbc,Left,True,0.51,0.541,0.032,18:38,18:38,4,Evening
AR_20230904_b-matching-2.results_13,checkerboard_separate,Left,False,0.5,0.492,-0.008,18:38,18:38,3,Evening
AR_20230904_b-matching-2.results_14,sbc_separate,Right,False,0.5,0.426,-0.074,18:38,18:38,9,Evening
AR_20230904_b-matching-2.results_15,catch_trial_white_3,Left,False,0.5,0.459,-0.04,18:38,18:39,11,Evening
