trial,stim,target_side,matching_flipped,presented_intensity,intensity_match,intensity_difference,start_time,stop_time,duration,time_of_day
AP_20230811_a-matching-0.results_16,strip,Left,False,0.49,0.46,-0.029,16:13,16:14,24,Afternoon
AP_20230811_a-matching-0.results_17,sbc_separate,Right,False,0.51,0.524,0.015,16:14,16:14,15,Afternoon
AP_20230811_a-matching-0.results_18,bullseye_high_freq,Left,True,0.5,0.45,-0.049,16:14,16:14,23,Afternoon
AP_20230811_a-matching-0.results_19,bullseye_low_separate,Right,True,0.49,0.415,-0.075,16:14,16:14,13,Afternoon
AP_20230811_a-matching-0.results_20,checkerboard_separate,Left,True,0.51,0.433,-0.077,16:14,16:15,16,Afternoon
AP_20230811_a-matching-0.results_21,strip,Right,True,0.49,0.445,-0.044,16:15,16:15,25,Afternoon
AP_20230811_a-matching-1.results_0,catch_trial_black_3,Left,False,0.5,0.596,0.096,16:15,16:16,33,Afternoon
AP_20230811_a-matching-1.results_1,bullseye_high_freq,Right,True,0.51,0.549,0.04,16:16,16:16,20,Afternoon
AP_20230811_a-matching-1.results_2,whites,Left,True,0.51,0.473,-0.037,16:16,16:16,18,Afternoon
AP_20230811_a-matching-1.results_3,sbc,Right,True,0.5,0.374,-0.126,16:16,16:17,13,Afternoon
AP_20230811_a-matching-1.results_4,sbc,Left,False,0.5,0.564,0.064,16:17,16:17,26,Afternoon
AP_20230811_a-matching-1.results_5,catch_trial_black_3,Right,False,0.5,0.683,0.184,16:17,16:17,9,Afternoon
AP_20230811_a-matching-1.results_6,bullseye_low_separate,Right,True,0.5,0.409,-0.091,16:17,16:18,17,Afternoon
AP_20230811_a-matching-1.results_7,strip,Right,True,0.5,0.536,0.037,16:18,16:18,18,Afternoon
AP_20230811_a-matching-1.results_8,checkerboard,Right,False,0.51,0.534,0.025,16:18,16:18,30,Afternoon
AP_20230811_a-matching-1.results_9,whites,Right,False,0.51,0.52,0.011,16:18,16:19,22,Afternoon
AP_20230811_a-matching-1.results_10,catch_trial_white_3,Right,False,0.5,0.361,-0.139,16:19,16:19,17,Afternoon
AP_20230811_a-matching-1.results_11,checkerboard,Left,False,0.51,0.392,-0.118,16:19,16:19,8,Afternoon
AP_20230811_a-matching-1.results_12,sbc_separate,Left,False,0.49,0.53,0.041,16:19,16:19,6,Afternoon
AP_20230811_a-matching-1.results_13,strip,Left,True,0.5,0.475,-0.025,16:19,16:19,7,Afternoon
AP_20230811_a-matching-1.results_14,sbc_separate,Right,True,0.49,0.396,-0.093,16:19,16:20,13,Afternoon
AP_20230811_a-matching-1.results_15,catch_trial_white_3,Left,False,0.5,0.33,-0.169,16:20,16:20,13,Afternoon
AP_20230811_a-matching-1.results_16,bullseye_high_freq,Left,False,0.51,0.52,0.011,16:20,16:20,13,Afternoon
AP_20230811_a-matching-1.results_17,bullseye_low_separate,Left,False,0.5,0.395,-0.104,16:20,16:20,9,Afternoon
AP_20230811_a-matching-1.results_18,whites_separate,Right,False,0.49,0.473,-0.017,16:20,16:20,8,Afternoon
AP_20230811_a-matching-1.results_19,checkerboard_separate,Left,True,0.49,0.416,-0.074,16:20,16:20,12,Afternoon
AP_20230811_a-matching-1.results_20,checkerboard_separate,Right,False,0.49,0.42,-0.07,16:20,16:21,24,Afternoon
AP_20230811_a-matching-1.results_21,whites_separate,Left,False,0.49,0.426,-0.064,16:21,16:21,19,Afternoon
HA_20230808_a-matching-2.results_0,catch_trial_white_3,Right,False,0.5,0.217,-0.283,14:54,14:54,11,Noon
HA_20230808_a-matching-2.results_1,whites_separate,Right,False,0.5,0.55,0.051,14:54,14:54,10,Noon
HA_20230808_a-matching-2.results_2,bullseye_high_freq,Right,True,0.49,0.459,-0.03,14:54,14:54,7,Noon
HA_20230808_a-matching-2.results_3,checkerboard,Right,True,0.49,0.59,0.1,14:54,14:54,5,Noon
HA_20230808_a-matching-2.results_4,strip,Left,True,0.51,0.55,0.041,14:54,14:54,10,Noon
HA_20230808_a-matching-2.results_5,catch_trial_black_3,Right,False,0.5,0.39,-0.109,14:54,14:54,10,Noon
HA_20230808_a-matching-2.results_6,sbc,Left,False,0.51,0.574,0.064,14:54,14:55,15,Noon
HA_20230808_a-matching-2.results_7,checkerboard_separate,Left,True,0.5,0.489,-0.011,14:55,14:55,7,Noon
HA_20230808_a-matching-2.results_8,whites,Right,False,0.49,0.456,-0.033,14:55,14:55,8,Noon
HA_20230808_a-matching-2.results_9,sbc_separate,Right,True,0.5,0.547,0.048,14:55,14:55,6,Noon
HA_20230808_a-matching-2.results_10,catch_trial_white_3,Left,False,0.5,0.158,-0.341,14:55,14:55,2,Noon
HA_20230808_a-matching-2.results_11,bullseye_low_separate,Right,True,0.51,0.457,-0.052,14:55,14:55,11,Noon
HA_20230808_a-matching-2.results_12,whites_separate,Left,True,0.5,0.55,0.051,14:55,14:56,14,Noon
HA_20230808_a-matching-2.results_13,checkerboard_separate,Right,False,0.5,0.433,-0.067,14:56,14:56,18,Noon
HA_20230808_a-matching-2.results_14,sbc_separate,Left,False,0.5,0.538,0.039,14:56,14:56,4,Noon
HA_20230808_a-matching-2.results_15,catch_trial_black_3,Left,False,0.5,0.386,-0.113,14:56,14:56,2,Noon
HA_20230808_a-matching-2.results_16,whites,Left,True,0.49,0.612,0.122,14:56,14:56,15,Noon
HA_20230808_a-matching-2.results_17,checkerboard,Left,True,0.49,0.509,0.02,14:56,14:56,18,Noon
HA_20230808_a-matching-2.results_18,sbc,Right,True,0.51,0.325,-0.185,14:56,14:57,7,Noon
HA_20230808_a-matching-2.results_19,strip,Right,True,0.51,0.359,-0.151,14:57,14:57,6,Noon
HA_20230808_a-matching-2.results_20,bullseye_high_freq,Left,False,0.49,0.518,0.029,14:57,14:57,9,Noon
HA_20230808_a-matching-2.results_21,bullseye_low_separate,Left,False,0.51,0.5,-0.01,14:57,14:57,13,Noon
HA_20230808_a-matching-0.results_0,catch_trial_white_3,Right,False,0.5,0.181,-0.319,14:44,14:44,22,Noon
HA_20230808_a-matching-0.results_1,bullseye_low_separate,Right,True,0.49,0.39,-0.099,14:44,14:45,33,Noon
HA_20230808_a-matching-0.results_2,sbc_separate,Right,False,0.51,0.468,-0.041,14:45,14:45,6,Noon
HA_20230808_a-matching-0.results_3,whites_separate,Right,True,0.51,0.512,0.003,14:45,14:45,32,Noon
HA_20230808_a-matching-0.results_4,checkerboard,Left,False,0.5,0.45,-0.049,14:45,14:46,20,Noon
HA_20230808_a-matching-0.results_5,catch_trial_black_3,Right,False,0.5,0.45,-0.049,14:46,14:46,6,Noon
HA_20230808_a-matching-0.results_6,checkerboard,Right,False,0.5,0.63,0.13,14:46,14:46,20,Noon
HA_20230808_a-matching-0.results_7,sbc,Left,True,0.49,0.508,0.019,14:46,14:46,9,Noon
HA_20230808_a-matching-0.results_8,whites_separate,Left,True,0.51,0.565,0.055,14:46,14:46,11,Noon
HA_20230808_a-matching-0.results_9,sbc_separate,Left,False,0.51,0.594,0.084,14:46,14:47,6,Noon
HA_20230808_a-matching-0.results_10,catch_trial_white_3,Left,False,0.5,0.181,-0.319,14:47,14:47,10,Noon
HA_20230808_a-matching-0.results_11,strip,Right,False,0.49,0.381,-0.108,14:47,14:47,25,Noon
HA_20230808_a-matching-0.results_12,bullseye_high_freq,Right,False,0.5,0.485,-0.015,14:47,14:47,13,Noon
HA_20230808_a-matching-0.results_13,bullseye_high_freq,Left,False,0.5,0.524,0.025,14:47,14:48,21,Noon
HA_20230808_a-matching-0.results_14,strip,Left,True,0.49,0.407,-0.083,14:48,14:48,14,Noon
HA_20230808_a-matching-0.results_15,catch_trial_black_3,Left,False,0.5,0.541,0.042,14:48,14:48,11,Noon
HA_20230808_a-matching-0.results_16,checkerboard_separate,Right,True,0.51,0.64,0.13,14:48,14:49,34,Noon
HA_20230808_a-matching-0.results_17,sbc,Right,True,0.49,0.341,-0.148,14:49,14:49,9,Noon
HA_20230808_a-matching-0.results_18,bullseye_low_separate,Left,False,0.49,0.51,0.021,14:49,14:49,19,Noon
HA_20230808_a-matching-0.results_19,whites,Right,False,0.5,0.45,-0.049,14:49,14:49,11,Noon
HA_20230808_a-matching-0.results_20,whites,Left,True,0.5,0.535,0.036,14:49,14:49,6,Noon
HA_20230808_a-matching-0.results_21,checkerboard_separate,Left,True,0.51,0.572,0.062,14:49,14:50,19,Noon
HA_20230808_a-matching-1.results_0,catch_trial_black_3,Right,False,0.5,0.434,-0.066,14:50,14:50,13,Noon
HA_20230808_a-matching-1.results_1,bullseye_high_freq,Left,True,0.51,0.467,-0.042,14:50,14:50,15,Noon
HA_20230808_a-matching-1.results_2,checkerboard,Left,True,0.51,0.483,-0.027,14:50,14:50,7,Noon
HA_20230808_a-matching-1.results_3,checkerboard_separate,Right,True,0.49,0.486,-0.004,14:50,14:50,8,Noon
HA_20230808_a-matching-1.results_4,strip,Left,False,0.5,0.503,0.004,14:50,14:51,7,Noon
HA_20230808_a-matching-1.results_5,catch_trial_black_3,Left,False,0.5,0.468,-0.031,14:51,14:51,10,Noon
HA_20230808_a-matching-1.results_6,checkerboard,Right,False,0.51,0.6,0.09,14:51,14:51,8,Noon
HA_20230808_a-matching-1.results_7,sbc_separate,Right,False,0.49,0.47,-0.02,14:51,14:51,17,Noon
HA_20230808_a-matching-1.results_8,sbc,Left,False,0.5,0.542,0.043,14:51,14:51,7,Noon
HA_20230808_a-matching-1.results_9,whites_separate,Right,False,0.49,0.599,0.109,14:51,14:52,18,Noon
HA_20230808_a-matching-1.results_10,catch_trial_white_3,Left,False,0.5,0.251,-0.249,14:52,14:52,2,Noon
HA_20230808_a-matching-1.results_11,sbc_separate,Left,False,0.49,0.532,0.043,14:52,14:52,2,Noon
HA_20230808_a-matching-1.results_12,whites,Right,False,0.51,0.512,0.003,14:52,14:52,4,Noon
HA_20230808_a-matching-1.results_13,strip,Right,False,0.5,0.472,-0.028,14:52,14:52,23,Noon
HA_20230808_a-matching-1.results_14,bullseye_low_separate,Left,False,0.5,0.448,-0.051,14:52,14:52,8,Noon
HA_20230808_a-matching-1.results_15,catch_trial_white_3,Right,False,0.5,0.198,-0.302,14:52,14:52,13,Noon
HA_20230808_a-matching-1.results_16,whites,Left,False,0.51,0.556,0.047,14:52,14:53,13,Noon
HA_20230808_a-matching-1.results_17,sbc,Right,False,0.5,0.538,0.039,14:53,14:53,6,Noon
HA_20230808_a-matching-1.results_18,whites_separate,Left,True,0.49,0.449,-0.04,14:53,14:53,17,Noon
HA_20230808_a-matching-1.results_19,checkerboard_separate,Left,False,0.49,0.502,0.013,14:53,14:53,7,Noon
HA_20230808_a-matching-1.results_20,bullseye_high_freq,Right,False,0.51,0.565,0.055,14:53,14:53,5,Noon
HA_20230808_a-matching-1.results_21,bullseye_low_separate,Right,False,0.5,0.436,-0.064,14:53,14:54,17,Noon
MA_20230904_b-matching-1.results_0,catch_trial_black_3,Left,False,0.5,0.593,0.093,17:36,17:37,13,Afternoon
MA_20230904_b-matching-1.results_1,whites,Right,True,0.51,0.555,0.046,17:37,17:37,15,Afternoon
MA_20230904_b-matching-1.results_2,sbc_separate,Left,True,0.49,0.499,0.01,17:37,17:37,11,Afternoon
MA_20230904_b-matching-1.results_3,sbc,Left,True,0.5,0.628,0.128,17:37,17:37,9,Afternoon
MA_20230904_b-matching-1.results_4,bullseye_low_separate,Right,False,0.5,0.4,-0.099,17:37,17:37,23,Afternoon
MA_20230904_b-matching-1.results_5,catch_trial_white_3,Right,False,0.5,0.397,-0.102,17:37,17:38,14,Afternoon
MA_20230904_b-matching-1.results_6,whites,Left,True,0.51,0.5,-0.01,17:38,17:38,21,Afternoon
MA_20230904_b-matching-1.results_7,strip,Left,True,0.5,0.45,-0.049,17:38,17:38,15,Afternoon
MA_20230904_b-matching-1.results_8,sbc,Right,True,0.5,0.365,-0.135,17:38,17:39,18,Afternoon
MA_20230904_b-matching-1.results_9,whites_separate,Right,True,0.49,0.447,-0.042,17:39,17:39,14,Afternoon
MA_20230904_b-matching-1.results_10,catch_trial_white_3,Left,False,0.5,0.5,0.0,17:39,17:39,9,Afternoon
MA_20230904_b-matching-1.results_11,strip,Right,True,0.5,0.529,0.03,17:39,17:39,10,Afternoon
MA_20230904_b-matching-1.results_12,bullseye_high_freq,Left,True,0.51,0.433,-0.077,17:39,17:39,10,Afternoon
MA_20230904_b-matching-1.results_13,checkerboard_separate,Left,False,0.49,0.402,-0.087,17:39,17:40,21,Afternoon
MA_20230904_b-matching-1.results_14,checkerboard,Right,True,0.51,0.457,-0.052,17:40,17:40,11,Afternoon
MA_20230904_b-matching-1.results_15,catch_trial_black_3,Right,False,0.5,0.55,0.051,17:40,17:40,12,Afternoon
MA_20230904_b-matching-1.results_16,whites_separate,Left,True,0.49,0.45,-0.039,17:40,17:40,23,Afternoon
MA_20230904_b-matching-1.results_17,checkerboard_separate,Right,True,0.49,0.432,-0.057,17:40,17:41,15,Afternoon
MA_20230904_b-matching-1.results_18,checkerboard,Left,False,0.51,0.397,-0.112,17:41,17:41,14,Afternoon
MA_20230904_b-matching-1.results_19,sbc_separate,Right,True,0.49,0.418,-0.072,17:41,17:41,23,Afternoon
MA_20230904_b-matching-1.results_20,bullseye_low_separate,Left,True,0.5,0.502,0.003,17:41,17:42,20,Afternoon
MA_20230904_b-matching-1.results_21,bullseye_high_freq,Right,False,0.51,0.427,-0.083,17:42,17:42,13,Afternoon
MA_20230904_b-matching-0.results_0,catch_trial_white_3,Right,False,0.5,0.439,-0.061,17:30,17:31,38,Afternoon
MA_20230904_b-matching-0.results_1,strip,Right,True,0.49,0.491,0.002,17:31,17:31,44,Afternoon
MA_20230904_b-matching-0.results_2,bullseye_high_freq,Left,False,0.5,0.522,0.023,17:31,17:32,10,Afternoon
MA_20230904_b-matching-0.results_3,whites_separate,Left,True,0.51,0.495,-0.015,17:32,17:32,20,Afternoon
MA_20230904_b-matching-0.results_4,checkerboard,Left,True,0.5,0.5,0.0,17:32,17:32,27,Afternoon
MA_20230904_b-matching-0.results_5,catch_trial_white_3,Left,False,0.5,0.421,-0.079,17:32,17:33,11,Afternoon
MA_20230904_b-matching-0.results_6,sbc,Left,False,0.49,0.492,0.003,17:33,17:33,19,Afternoon
MA_20230904_b-matching-0.results_7,checkerboard,Right,False,0.5,0.549,0.05,17:33,17:33,14,Afternoon
MA_20230904_b-matching-0.results_8,whites,Left,False,0.5,0.539,0.04,17:33,17:33,13,Afternoon
MA_20230904_b-matching-0.results_9,bullseye_high_freq,Right,True,0.5,0.489,-0.011,17:33,17:34,15,Afternoon
MA_20230904_b-matching-0.results_10,catch_trial_black_3,Left,False,0.5,0.6,0.1,17:34,17:34,29,Afternoon
MA_20230904_b-matching-0.results_11,strip,Left,True,0.49,0.45,-0.039,17:34,17:34,17,Afternoon
MA_20230904_b-matching-0.results_12,sbc_separate,Right,True,0.51,0.478,-0.032,17:34,17:35,22,Afternoon
MA_20230904_b-matching-0.results_13,bullseye_low_separate,Left,True,0.49,0.471,-0.019,17:35,17:35,6,Afternoon
MA_20230904_b-matching-0.results_14,whites,Right,True,0.5,0.456,-0.043,17:35,17:35,10,Afternoon
MA_20230904_b-matching-0.results_15,catch_trial_black_3,Right,False,0.5,0.516,0.017,17:35,17:35,9,Afternoon
MA_20230904_b-matching-0.results_16,bullseye_low_separate,Right,False,0.49,0.42,-0.07,17:35,17:35,19,Afternoon
MA_20230904_b-matching-0.results_17,whites_separate,Right,False,0.51,0.487,-0.023,17:35,17:36,8,Afternoon
MA_20230904_b-matching-0.results_18,checkerboard_separate,Left,False,0.51,0.508,-0.002,17:36,17:36,6,Afternoon
MA_20230904_b-matching-0.results_19,checkerboard_separate,Right,True,0.51,0.529,0.02,17:36,17:36,11,Afternoon
MA_20230904_b-matching-0.results_20,sbc_separate,Left,True,0.51,0.468,-0.041,17:36,17:36,10,Afternoon
MA_20230904_b-matching-0.results_21,sbc,Right,True,0.49,0.428,-0.062,17:36,17:36,13,Afternoon
MA_20230904_b-matching-2.results_0,catch_trial_white_3,Right,False,0.5,0.35,-0.15,17:42,17:42,22,Afternoon
MA_20230904_b-matching-2.results_1,bullseye_high_freq,Right,False,0.49,0.419,-0.071,17:42,17:42,7,Afternoon
MA_20230904_b-matching-2.results_2,whites_separate,Left,True,0.5,0.5,0.0,17:42,17:43,10,Afternoon
MA_20230904_b-matching-2.results_3,bullseye_low_separate,Right,False,0.51,0.3,-0.21,17:43,17:43,13,Afternoon
MA_20230904_b-matching-2.results_4,checkerboard_separate,Right,False,0.5,0.395,-0.104,17:43,17:43,15,Afternoon
MA_20230904_b-matching-2.results_5,catch_trial_black_3,Right,False,0.5,0.516,0.017,17:43,17:43,14,Afternoon
MA_20230904_b-matching-2.results_6,checkerboard_separate,Left,True,0.5,0.476,-0.024,17:43,17:44,12,Afternoon
MA_20230904_b-matching-2.results_7,sbc,Left,False,0.51,0.626,0.116,17:44,17:44,15,Afternoon
MA_20230904_b-matching-2.results_8,whites_separate,Right,True,0.5,0.473,-0.027,17:44,17:44,16,Afternoon
MA_20230904_b-matching-2.results_9,bullseye_low_separate,Left,True,0.51,0.505,-0.005,17:44,17:44,8,Afternoon
MA_20230904_b-matching-2.results_10,catch_trial_black_3,Left,False,0.5,0.6,0.1,17:44,17:44,13,Afternoon
MA_20230904_b-matching-2.results_11,checkerboard,Left,False,0.49,0.438,-0.051,17:44,17:45,8,Afternoon
MA_20230904_b-matching-2.results_12,sbc_separate,Right,False,0.5,0.403,-0.096,17:45,17:45,10,Afternoon
MA_20230904_b-matching-2.results_13,whites,Right,True,0.49,0.417,-0.073,17:45,17:45,11,Afternoon
MA_20230904_b-matching-2.results_14,strip,Left,True,0.51,0.452,-0.057,17:45,17:45,14,Afternoon
MA_20230904_b-matching-2.results_15,catch_trial_white_3,Left,False,0.5,0.408,-0.092,17:45,17:45,7,Afternoon
MA_20230904_b-matching-2.results_16,strip,Right,False,0.51,0.473,-0.037,17:45,17:45,14,Afternoon
MA_20230904_b-matching-2.results_17,whites,Left,True,0.49,0.546,0.057,17:45,17:46,18,Afternoon
MA_20230904_b-matching-2.results_18,sbc,Right,False,0.51,0.39,-0.12,17:46,17:46,13,Afternoon
MA_20230904_b-matching-2.results_19,sbc_separate,Left,False,0.5,0.515,0.016,17:46,17:46,14,Afternoon
MA_20230904_b-matching-2.results_20,bullseye_high_freq,Left,True,0.49,0.506,0.017,17:46,17:47,18,Afternoon
MA_20230904_b-matching-2.results_21,checkerboard,Right,False,0.49,0.431,-0.059,17:47,17:47,11,Afternoon
JP_20230811_a-matching-2.results_0,catch_trial_black_3,Right,False,0.5,0.523,0.024,15:45,15:45,4,Afternoon
JP_20230811_a-matching-2.results_1,whites_separate,Left,True,0.5,0.5,0.0,15:45,15:45,5,Afternoon
JP_20230811_a-matching-2.results_2,checkerboard,Left,True,0.49,0.473,-0.017,15:45,15:45,10,Afternoon
JP_20230811_a-matching-2.results_3,bullseye_low_separate,Right,False,0.51,0.4,-0.109,15:45,15:46,11,Afternoon
JP_20230811_a-matching-2.results_4,strip,Right,False,0.51,0.53,0.021,15:46,15:46,8,Afternoon
JP_20230811_a-matching-2.results_5,catch_trial_white_3,Left,False,0.5,0.391,-0.108,15:46,15:46,5,Afternoon
JP_20230811_a-matching-2.results_6,sbc_separate,Right,True,0.5,0.551,0.052,15:46,15:46,9,Afternoon
JP_20230811_a-matching-2.results_7,checkerboard_separate,Right,False,0.5,0.444,-0.055,15:46,15:46,8,Afternoon
JP_20230811_a-matching-2.results_8,sbc,Left,False,0.51,0.49,-0.02,15:46,15:46,7,Afternoon
JP_20230811_a-matching-2.results_9,checkerboard_separate,Left,False,0.5,0.472,-0.028,15:46,15:46,9,Afternoon
JP_20230811_a-matching-2.results_10,catch_trial_white_3,Right,False,0.5,0.55,0.051,15:46,15:46,3,Afternoon
JP_20230811_a-matching-2.results_11,whites,Right,True,0.49,0.512,0.023,15:46,15:47,6,Afternoon
JP_20230811_a-matching-2.results_12,bullseye_low_separate,Left,False,0.51,0.461,-0.048,15:47,15:47,9,Afternoon
JP_20230811_a-matching-2.results_13,checkerboard,Right,True,0.49,0.5,0.011,15:47,15:47,13,Afternoon
JP_20230811_a-matching-2.results_14,sbc,Right,False,0.51,0.46,-0.049,15:47,15:47,6,Afternoon
JP_20230811_a-matching-2.results_15,catch_trial_black_3,Left,False,0.5,0.589,0.089,15:47,15:47,25,Afternoon
JP_20230811_a-matching-2.results_16,bullseye_high_freq,Right,True,0.49,0.487,-0.003,15:47,15:48,9,Afternoon
JP_20230811_a-matching-2.results_17,sbc_separate,Left,True,0.5,0.637,0.137,15:48,15:48,7,Afternoon
JP_20230811_a-matching-2.results_18,whites_separate,Right,True,0.5,0.484,-0.016,15:48,15:48,12,Afternoon
JP_20230811_a-matching-2.results_19,whites,Left,True,0.49,0.551,0.062,15:48,15:48,11,Afternoon
JP_20230811_a-matching-2.results_20,strip,Left,False,0.51,0.533,0.024,15:48,15:48,9,Afternoon
JP_20230811_a-matching-2.results_21,bullseye_high_freq,Left,False,0.49,0.524,0.035,15:48,15:48,7,Afternoon
JP_20230811_a-matching-1.results_0,catch_trial_white_3,Left,False,0.5,0.388,-0.111,15:42,15:42,9,Afternoon
JP_20230811_a-matching-1.results_1,checkerboard_separate,Right,False,0.49,0.472,-0.018,15:42,15:42,14,Afternoon
JP_20230811_a-matching-1.results_2,bullseye_high_freq,Left,True,0.51,0.404,-0.105,15:42,15:42,14,Afternoon
JP_20230811_a-matching-1.results_3,bullseye_low_separate,Left,True,0.5,0.513,0.014,15:42,15:42,7,Afternoon
JP_20230811_a-matching-1.results_4,whites_separate,Right,False,0.49,0.4,-0.089,15:42,15:43,15,Afternoon
JP_20230811_a-matching-1.results_5,catch_trial_black_3,Right,False,0.5,0.661,0.162,15:43,15:43,13,Afternoon
JP_20230811_a-matching-1.results_6,checkerboard_separate,Left,True,0.49,0.45,-0.039,15:43,15:43,13,Afternoon
JP_20230811_a-matching-1.results_7,checkerboard,Left,False,0.51,0.451,-0.059,15:43,15:43,6,Afternoon
JP_20230811_a-matching-1.results_8,sbc_separate,Left,True,0.49,0.376,-0.113,15:43,15:43,6,Afternoon
JP_20230811_a-matching-1.results_9,strip,Right,True,0.5,0.477,-0.023,15:43,15:43,2,Afternoon
JP_20230811_a-matching-1.results_10,catch_trial_white_3,Right,False,0.5,0.407,-0.093,15:43,15:43,7,Afternoon
JP_20230811_a-matching-1.results_11,whites,Right,False,0.51,0.45,-0.06,15:43,15:44,8,Afternoon
JP_20230811_a-matching-1.results_12,bullseye_low_separate,Right,True,0.5,0.414,-0.086,15:44,15:44,10,Afternoon
JP_20230811_a-matching-1.results_13,sbc,Right,False,0.5,0.456,-0.043,15:44,15:44,7,Afternoon
JP_20230811_a-matching-1.results_14,strip,Left,False,0.5,0.5,0.0,15:44,15:44,8,Afternoon
JP_20230811_a-matching-1.results_15,catch_trial_black_3,Left,False,0.5,0.538,0.039,15:44,15:44,11,Afternoon
JP_20230811_a-matching-1.results_16,sbc,Left,False,0.5,0.424,-0.076,15:44,15:44,6,Afternoon
JP_20230811_a-matching-1.results_17,sbc_separate,Right,True,0.49,0.448,-0.041,15:44,15:44,6,Afternoon
JP_20230811_a-matching-1.results_18,whites,Left,False,0.51,0.527,0.018,15:44,15:44,9,Afternoon
JP_20230811_a-matching-1.results_19,bullseye_high_freq,Right,False,0.51,0.514,0.005,15:44,15:45,6,Afternoon
JP_20230811_a-matching-1.results_20,whites_separate,Left,False,0.49,0.506,0.017,15:45,15:45,28,Afternoon
JP_20230811_a-matching-1.results_21,checkerboard,Right,True,0.51,0.519,0.01,15:45,15:45,4,Afternoon
JP_20230811_a-matching-0.results_0,catch_trial_white_3,Left,False,0.5,0.41,-0.09,15:39,15:39,10,Afternoon
JP_20230811_a-matching-0.results_1,sbc,Left,True,0.49,0.677,0.188,15:39,15:39,8,Afternoon
JP_20230811_a-matching-0.results_2,bullseye_high_freq,Left,True,0.5,0.448,-0.051,15:39,15:39,9,Afternoon
JP_20230811_a-matching-0.results_3,sbc_separate,Left,True,0.51,0.548,0.039,15:39,15:39,10,Afternoon
JP_20230811_a-matching-0.results_4,strip,Left,True,0.49,0.458,-0.031,15:39,15:39,11,Afternoon
JP_20230811_a-matching-0.results_5,catch_trial_black_3,Right,False,0.5,0.635,0.135,15:39,15:40,9,Afternoon
JP_20230811_a-matching-0.results_6,sbc,Right,False,0.49,0.4,-0.089,15:40,15:40,21,Afternoon
JP_20230811_a-matching-0.results_7,whites_separate,Right,True,0.51,0.485,-0.025,15:40,15:40,6,Afternoon
JP_20230811_a-matching-0.results_8,checkerboard,Left,False,0.5,0.391,-0.108,15:40,15:40,7,Afternoon
JP_20230811_a-matching-0.results_9,whites,Left,True,0.5,0.457,-0.042,15:40,15:40,8,Afternoon
JP_20230811_a-matching-0.results_10,catch_trial_white_3,Right,False,0.5,0.379,-0.121,15:40,15:40,4,Afternoon
JP_20230811_a-matching-0.results_11,bullseye_low_separate,Left,True,0.49,0.559,0.07,15:40,15:40,8,Afternoon
JP_20230811_a-matching-0.results_12,checkerboard,Right,True,0.5,0.479,-0.021,15:40,15:41,8,Afternoon
JP_20230811_a-matching-0.results_13,bullseye_high_freq,Right,False,0.5,0.498,-0.002,15:41,15:41,4,Afternoon
JP_20230811_a-matching-0.results_14,sbc_separate,Right,True,0.51,0.555,0.046,15:41,15:41,6,Afternoon
JP_20230811_a-matching-0.results_15,catch_trial_black_3,Left,False,0.5,0.617,0.117,15:41,15:41,7,Afternoon
JP_20230811_a-matching-0.results_16,strip,Right,True,0.49,0.469,-0.021,15:41,15:41,3,Afternoon
JP_20230811_a-matching-0.results_17,bullseye_low_separate,Right,True,0.49,0.475,-0.015,15:41,15:41,9,Afternoon
JP_20230811_a-matching-0.results_18,whites,Right,False,0.5,0.551,0.052,15:41,15:41,5,Afternoon
JP_20230811_a-matching-0.results_19,checkerboard_separate,Right,False,0.51,0.564,0.054,15:41,15:41,6,Afternoon
JP_20230811_a-matching-0.results_20,whites_separate,Left,False,0.51,0.542,0.033,15:41,15:41,11,Afternoon
JP_20230811_a-matching-0.results_21,checkerboard_separate,Left,False,0.51,0.49,-0.02,15:41,15:42,9,Afternoon
JV_20230808_a-matching-0.results_0,catch_trial_black_3,Left,False,0.5,0.325,-0.175,14:05,14:05,26,Noon
JV_20230808_a-matching-0.results_1,sbc_separate,Right,True,0.51,0.432,-0.078,14:05,14:05,21,Noon
JV_20230808_a-matching-0.results_2,strip,Left,False,0.49,0.554,0.065,14:05,14:06,53,Noon
JV_20230808_a-matching-0.results_3,sbc,Right,False,0.49,0.446,-0.043,14:06,14:07,25,Noon
JV_20230808_a-matching-0.results_4,checkerboard_separate,Left,True,0.51,0.539,0.03,14:07,14:07,11,Noon
JV_20230808_a-matching-0.results_5,catch_trial_black_3,Right,False,0.5,0.41,-0.09,14:07,14:07,23,Noon
JV_20230808_a-matching-0.results_6,checkerboard_separate,Right,True,0.51,0.49,-0.02,14:07,14:08,18,Noon
JV_20230808_a-matching-0.results_7,whites_separate,Left,True,0.51,0.576,0.066,14:08,14:08,16,Noon
JV_20230808_a-matching-0.results_8,bullseye_high_freq,Right,True,0.5,0.464,-0.035,14:08,14:08,14,Noon
JV_20230808_a-matching-0.results_9,whites,Right,False,0.5,0.469,-0.031,14:08,14:08,11,Noon
JV_20230808_a-matching-0.results_10,catch_trial_white_3,Right,False,0.5,0.171,-0.328,14:08,14:08,13,Noon
JV_20230808_a-matching-0.results_11,whites_separate,Right,False,0.51,0.46,-0.049,14:08,14:09,18,Noon
JV_20230808_a-matching-0.results_12,whites,Left,True,0.5,0.502,0.003,14:09,14:09,19,Noon
JV_20230808_a-matching-0.results_13,strip,Right,True,0.49,0.513,0.024,14:09,14:09,9,Noon
